=== MATH333 Final Project Output ===
Generated: 2025-11-26 03:29:32
Output file: Nperiods1000_results/output_20251126_032932.txt

c = 0.0000, d = 0.0000, E(c,d) = 4.0553e-03
c = 0.750, d = 0.280, E(c,d) = 6.1143e-01
c = 0.750, d = 0.290, E(c,d) = 6.1586e-01
c = 0.750, d = 0.300, E(c,d) = 6.2048e-01
c = 0.760, d = 0.100, E(c,d) = 5.8108e-01
c = 0.760, d = 0.110, E(c,d) = 5.8190e-01
c = 0.760, d = 0.120, E(c,d) = 5.8293e-01
c = 0.760, d = 0.130, E(c,d) = 5.8416e-01
c = 0.760, d = 0.140, E(c,d) = 5.8558e-01
c = 0.760, d = 0.150, E(c,d) = 5.8721e-01
c = 0.760, d = 0.160, E(c,d) = 5.8904e-01
c = 0.760, d = 0.170, E(c,d) = 5.9106e-01
c = 0.760, d = 0.180, E(c,d) = 5.9329e-01
c = 0.760, d = 0.190, E(c,d) = 5.9572e-01
c = 0.760, d = 0.200, E(c,d) = 5.9834e-01
c = 0.760, d = 0.210, E(c,d) = 6.0117e-01
c = 0.760, d = 0.220, E(c,d) = 6.0420e-01
c = 0.760, d = 0.230, E(c,d) = 6.0742e-01
c = 0.760, d = 0.240, E(c,d) = 6.1085e-01
c = 0.760, d = 0.250, E(c,d) = 6.1448e-01
c = 0.760, d = 0.260, E(c,d) = 6.1830e-01
c = 0.760, d = 0.270, E(c,d) = 6.2233e-01
c = 0.760, d = 0.280, E(c,d) = 6.2656e-01
c = 0.760, d = 0.290, E(c,d) = 6.3098e-01
c = 0.760, d = 0.300, E(c,d) = 6.3561e-01
c = 0.770, d = 0.100, E(c,d) = 5.9641e-01
c = 0.770, d = 0.110, E(c,d) = 5.9723e-01
c = 0.770, d = 0.120, E(c,d) = 5.9826e-01
c = 0.770, d = 0.130, E(c,d) = 5.9949e-01
c = 0.770, d = 0.140, E(c,d) = 6.0091e-01
c = 0.770, d = 0.150, E(c,d) = 6.0254e-01
c = 0.770, d = 0.160, E(c,d) = 6.0437e-01
c = 0.770, d = 0.170, E(c,d) = 6.0639e-01
c = 0.770, d = 0.180, E(c,d) = 6.0862e-01
c = 0.770, d = 0.190, E(c,d) = 6.1105e-01
c = 0.770, d = 0.200, E(c,d) = 6.1367e-01
c = 0.770, d = 0.210, E(c,d) = 6.1650e-01
c = 0.770, d = 0.220, E(c,d) = 6.1953e-01
c = 0.770, d = 0.230, E(c,d) = 6.2275e-01
c = 0.770, d = 0.240, E(c,d) = 6.2618e-01
c = 0.770, d = 0.250, E(c,d) = 6.2981e-01
c = 0.770, d = 0.260, E(c,d) = 6.3363e-01
c = 0.770, d = 0.270, E(c,d) = 6.3766e-01
c = 0.770, d = 0.280, E(c,d) = 6.4189e-01
c = 0.770, d = 0.290, E(c,d) = 6.4631e-01
c = 0.770, d = 0.300, E(c,d) = 6.5094e-01
c = 0.780, d = 0.100, E(c,d) = 6.1193e-01
c = 0.780, d = 0.110, E(c,d) = 6.1276e-01
c = 0.780, d = 0.120, E(c,d) = 6.1379e-01
c = 0.780, d = 0.130, E(c,d) = 6.1501e-01
c = 0.780, d = 0.140, E(c,d) = 6.1644e-01
c = 0.780, d = 0.150, E(c,d) = 6.1807e-01
c = 0.780, d = 0.160, E(c,d) = 6.1989e-01
c = 0.780, d = 0.170, E(c,d) = 6.2192e-01
c = 0.780, d = 0.180, E(c,d) = 6.2415e-01
c = 0.780, d = 0.190, E(c,d) = 6.2657e-01
c = 0.780, d = 0.200, E(c,d) = 6.2920e-01
c = 0.780, d = 0.210, E(c,d) = 6.3203e-01
c = 0.780, d = 0.220, E(c,d) = 6.3505e-01
c = 0.780, d = 0.230, E(c,d) = 6.3828e-01
c = 0.780, d = 0.240, E(c,d) = 6.4171e-01
c = 0.780, d = 0.250, E(c,d) = 6.4533e-01
c = 0.780, d = 0.260, E(c,d) = 6.4916e-01
c = 0.780, d = 0.270, E(c,d) = 6.5319e-01
c = 0.780, d = 0.280, E(c,d) = 6.5741e-01
c = 0.780, d = 0.290, E(c,d) = 6.6184e-01
c = 0.780, d = 0.300, E(c,d) = 6.6647e-01
c = 0.790, d = 0.100, E(c,d) = 6.2766e-01
c = 0.790, d = 0.110, E(c,d) = 6.2849e-01
c = 0.790, d = 0.120, E(c,d) = 6.2952e-01
c = 0.790, d = 0.130, E(c,d) = 6.3074e-01
c = 0.790, d = 0.140, E(c,d) = 6.3217e-01
c = 0.790, d = 0.150, E(c,d) = 6.3380e-01
c = 0.790, d = 0.160, E(c,d) = 6.3562e-01
c = 0.790, d = 0.170, E(c,d) = 6.3765e-01
c = 0.790, d = 0.180, E(c,d) = 6.3988e-01
c = 0.790, d = 0.190, E(c,d) = 6.4230e-01
c = 0.790, d = 0.200, E(c,d) = 6.4493e-01
c = 0.790, d = 0.210, E(c,d) = 6.4776e-01
c = 0.790, d = 0.220, E(c,d) = 6.5078e-01
c = 0.790, d = 0.230, E(c,d) = 6.5401e-01
c = 0.790, d = 0.240, E(c,d) = 6.5744e-01
c = 0.790, d = 0.250, E(c,d) = 6.6106e-01
c = 0.790, d = 0.260, E(c,d) = 6.6489e-01
c = 0.790, d = 0.270, E(c,d) = 6.6892e-01
c = 0.790, d = 0.280, E(c,d) = 6.7314e-01
c = 0.790, d = 0.290, E(c,d) = 6.7757e-01
c = 0.790, d = 0.300, E(c,d) = 6.8220e-01
c = 0.800, d = 0.100, E(c,d) = 6.4359e-01
c = 0.800, d = 0.110, E(c,d) = 6.4442e-01
c = 0.800, d = 0.120, E(c,d) = 6.4544e-01
c = 0.800, d = 0.130, E(c,d) = 6.4667e-01
c = 0.800, d = 0.140, E(c,d) = 6.4810e-01
c = 0.800, d = 0.150, E(c,d) = 6.4972e-01
c = 0.800, d = 0.160, E(c,d) = 6.5155e-01
c = 0.800, d = 0.170, E(c,d) = 6.5358e-01
c = 0.800, d = 0.180, E(c,d) = 6.5580e-01
c = 0.800, d = 0.190, E(c,d) = 6.5823e-01
c = 0.800, d = 0.200, E(c,d) = 6.6086e-01
c = 0.800, d = 0.210, E(c,d) = 6.6368e-01
c = 0.800, d = 0.220, E(c,d) = 6.6671e-01
c = 0.800, d = 0.230, E(c,d) = 6.6994e-01
c = 0.800, d = 0.240, E(c,d) = 6.7336e-01
c = 0.800, d = 0.250, E(c,d) = 6.7699e-01
c = 0.800, d = 0.260, E(c,d) = 6.8082e-01
c = 0.800, d = 0.270, E(c,d) = 6.8484e-01
c = 0.800, d = 0.280, E(c,d) = 6.8907e-01
c = 0.800, d = 0.290, E(c,d) = 6.9350e-01
c = 0.800, d = 0.300, E(c,d) = 6.9812e-01

Best near large: (c, d) = (0.6000, 0.1000), E = 3.6302e-01

=== Evaluating selected pairs with N_PERIODS = 400 (paper-scale) ===
best_grid: (c=0.0000, d=0.1000) -> E = 1.322643e-03
local_small: (c=-0.0000, d=0.0600) -> E = 1.549787e-05
local_medium: (c=0.2000, d=0.2000) -> E = 5.918006e-02
local_large: (c=0.6000, d=0.1000) -> E = 3.629564e-01
